sample global_ancestry
R3 0.0177576202009783
R17 0.135957103761751
R19 0.0533979525623665
R18 0.0789774274643708
R16 0.0361293670710421
R10 0.0242923280693708
R2 0.0540956511895748
R9 -0.00574289597705364
MDV248 -0.00677993743162696
ROS45 0.151100943123012
ROS78 0.153458358331479
Sch72-15 0.0750042224647509
Schw432 0.0158101204752368
NEO137 0.0654483475116799
NEO140 0.0953845524715163
NEO145 0.102028380991321
NEO147 0.0562269912293288
NEO695 -0.00858103624972309
NEO674 0.0455178947080427
R8 0.0323561817236761
kol6 0.0628595719231178
NEO655 0.0493476642840389
PL_N36 0.139755116517881
NE5 0.104356548374134
PL_N31 0.139587744377327
NE1 0.0871595289313057
Stuttgart 0.0598614075923199
NE6 0.0171718538274922
PL_N25 0.11816908746811
PL_N26 0.0930222246025973
PL_N19 0.131462935619895
Pal7 -0.0173788276845116
PL_N28 0.10127469838762
Rev5 -0.0656919596841568
Klei10 -0.0343846631517933
NE2 0.116716286156532
PL_N27 0.105846625006106
NE7 0.11275712294555
NEO119 0.235039905498301
NEO886 0.306972391371056
NEO925 0.298988804484424
NEO653 0.199013879452357
TV3831 0.118879489680883
COV20126 0.233831079897172
NEO896 0.253199772007508
NEO43 0.312498452363549
NEO39 0.299433921277303
TV32032extra 0.235018741220161
NEO744 0.228180159496043
MonteGato104 0.168948510345237
NEO830 0.205432982572431
NEO757 0.281521859913686
atp9 0.18500920992674
QUIN234 0.177003182885161
ROS102 0.211837598314683
NEO640 0.16079487663565
NEO609 0.271761487324068
NEO599 0.274371069809561
NEO597 0.261928995378932
NEO595 0.255575196247967
ans016 0.328181271705703
NEO945 0.381449514055632
NEO25 0.346281007514202
ans005 0.268335823939854
NEO721 0.253903492109767
NEO943 0.349669937172036
NEO942 0.363781870273121
NEO753 0.252459291111866
esp005 0.195478574950337
pir001 0.256266763774302
por004 0.267323348878817
san216 0.254964988948429
ans003 0.323330301383182
ValeOuro10207 0.215579762750529
NEO121 0.249749260412805
NEO28 0.29516045563302
NEO36 0.243857658302707
NEO29 0.257416143525463
NEO23 0.249827235504425
WET370 0.15524259926163
NEO866 0.304501599285831
NEO891 0.177430789311237
ans017 0.271243879748816
CO1 0.114091761009146
RISE489 0.168802699594979
NEO641 0.157821076281136
NEO630 0.243350989665494
NEO627 0.225814720857421
NEO626 0.215979626305942
NEO624 0.255862865748536
NEO717 0.243896574103253
NEO935 0.286974243260147
NEO933 0.30785638530207
Aveline_1 0.243693206726742
NEO142 0.188877984024903
BurnGround 0.228896347553215
CaveHa3_1 0.20179696559237
Coldrum_1 0.27169628529026
Embo_1 0.240881973743476
Fussels_Lodge_1 0.220960922969049
Jubilee_cave 0.321507950596431
Kelco_cave 0.288064734566702
Ballynahatty 0.23175945154499
PL_N18 0.216403007119502
PSS4693 0.201535345573666
PL_N38 0.231646379301694
Carsington_pasture_1 0.227830663122107
PL_N20 0.195426823085953
Mor6 0.173120408722452
ros3 0.225962518520884
RISE1161 0.256099673191775
RISE1165 0.219112258617954
RISE1166 0.236722170144127
RISE1249 0.242471240661574
RISE1248 0.287415100973733
RISE1246 0.221173810531315
RISE1252 0.288095495775879
RISE1250 0.247376541594034
RISE1254 0.233608811731763
Gok2 0.297222297513063
NEO847 0.207566298270713
ros005 0.246119404957151
R1014 0.179130432997638
R104 0.0959652673039666
RISE1159 0.313368194110727
RISE1170 0.248186501955951
RISE1168 0.272625343731341
mur 0.0630569370755953
lai001 0.271729764608444
mid001 0.234495601139548
mid002 0.261977434219543
prs002 0.148302565389147
prs003 0.232855941661042
prs006 0.242562249504391
prs009 0.236220946242855
NEO823 0.145879697848654
prs010 0.284530953958872
prs013 0.199553145759175
prs016 0.186975632053257
ans008 0.245219692988895
CB13 0.148827671735873
atp016 0.183305088686692
atp12-1420 0.263073766294027
c40331 0.212853361253052
prs012 0.247967702129969
LugarCanto44 0.30960462371797
RISE1241 0.272237915168626
R22 0.157534178602147
BERG157-2 0.196034842643007
BERG157-7 0.165000613775182
CabecoArruda117B 0.256469637859805
BLP10 0.149947009263993
BUCH2 0.227192420769379
NEO812 0.214555672239851
CRE20D 0.187560619907043
LugarCanto42 0.229716184389732
LU339 0.227156087255263
LD270 0.260234112062395
LD1174 0.218742859496132
CabecoArruda122A 0.23118128413347
CovaMoura364 0.288088127589466
Es97-1 0.30289096870511
NEO790 0.219501792253444
CovaMoura9B 0.205738692948522
R6 0.220588356006325
bal004 0.241840991317962
R24 0.157659069635284
R25 0.182992018686585
R26 0.168163102857006
R27 0.123021462083041
R29 0.133874211395253
R28 0.193407953349034
R4 0.153985177951887
R5 0.138357583497064
LugarCanto41 0.283334719769237
BERG02-2 0.235544427265309
